#,"McGlathery, K.J., Christian, R.R. 2000. Water Quality Sampling - integrated"
#,"measurements for the Virginia Coast, 1992-2016. Virginia Coast Reserve"
#,"Long-Term Ecological Research Project Data Publication knb-lter-vcr.247.6"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.247)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.2
#,For additional information about the data contact: Karen McGlathery
#,(kjm4k@virginia.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014 and DEB-1237733. VCR/LTER: http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
"station","measureDate","StaGrpCode","StaType","Transect","Latitude","Longitude","time","analyst","tidestage","scttemp","sctsal","sctcond","airtemp","refrsal","dotemp","do","secchi","depth","winddir","windsp","commentOBS","chla","chla_sd","chla_N","chla_qual","phaeopigments","phaeopigments_sd","phaeopigments_N","phaeopigments_qual","nh3","nh3_sd","nh3_N","nh3qual","po4","po4_sd","po4_N","po4qual","nox","nox_sd","nox_N","noxqual","no2","no2_sd","no2_N","no2qual","din","commentNutr","noxTDN","noxTDN_sd","noxTDN_N","noxTDNqual","no2TDN","no2TDN_sd","no2TDN_N","no2TDNqual","commentTDN","processorTDN","organic_content","organic_content_sd","organic_content_N","oc_qual","porosity","porosity_sd","porosity_N","porosity_qual","comments_organic_content","chlor_a","chlor_a_sd","chlor_a_N","chlor_aqual","phaeopigments_a","phaeopigments_a_sd","phaeopigments_a_N","phaeopigments_aqual","commentWaterChl","Gracilaria_mass","Gracilaria_sd","Gracilaria_N","Gracilaria_qual","Ulva_mass","Ulva_sd","Ulva_N","Ulva_qual","commentMacroalgae","tss","tss_sd","tss_N","tssqual","pom","pom_sd","pom_N","pomqual","pim","pim_sd","pim_N","pimqual","commentTSS","sedMass","sedMass_sd","sedMass_N","sedMassqual","sedperc_N","sedperc_N_sd","sedperc_N_N","sedperc_Nqual","sedperc_C","sedperc_C_sd","sedperc_C_N","sedperc_Cqual","commentSedCN"
"MI",2003-08-27,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1300,"","",26,30.4,47,27.6,,26,6.2,65,23.2,"NW",3.3,"",,,,"M",,,,"M",0.205,,1,"",0.627,,1,"",0.202,,1,"",,,,"M",0.407,"",,,,"M",,,,"M",,,,,,"M",,,,,,5.02,,,"K",2.83,,,"K",,,,,,,,,,,35.89,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2003-09-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2003-10-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2003-11-07,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2003-12-09,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1254,"","",6.8,31.3,49,9.7,,6.5,11,55,18.3,"SE",6.7,"",,,,"M",,,,"M",0.921,,1,"",0.272,,1,"",1.94,,1,"",,,,"M",2.861,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.63,,,"K",3.17,,,"K",,,,,,,,,,,55,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2004-02-20,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1145,"","",3.8,31.4,49,5.6,,3.5,12.4,76,25.6,"SE",25,"",,,,"M",,,,"M",0.978,,1,"",0.122,,1,"",0.235,,1,"",,,,"M",1.213,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2004-04-16,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1212,"","",10.9,31.4,35,7.3,,10.5,9.1,88,15.2,"NE",16.7,"",,,,"M",,,,"M",0.857,,1,"",0.206,,1,"",0.481,,1,"",,,,"M",1.338,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2004-05-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2004-06-29,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1006,"","",23.6,31.4,47,20.2,,23.9,4.5,410,14.3,"NE",16.7,"",,,,"M",,,,"M",4.06,,1,"",0.705,,1,"",0.476,,1,"",,,,"M",4.536,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2004-07-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1205,"","",26.9,29.1,45,26.5,,27,6.5,55,16.8,"S",16.7,"",,,,"M",,,,"M",10.4,,1,"",1.59,,1,"",,,,"M",,,,"M",,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2004-08-26,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1025,"","",20.9,28.7,44,25,,,,100,20.1,"E",16.7,"",,,,"M",,,,"M",1.12,,1,"",0.969,,1,"",0.158,,1,"",,,,"M",1.278,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2004-09-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2004-10-26,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1314,"","",15.5,30.4,47,16.7,,15.9,9.1,73,20.7,"NE",15.2,"",,,,"M",,,,"M",5.83,,1,"",0.687,,1,"",2.29,,1,"",,,,"M",8.12,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,1,"M",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2004-11-15,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,,,,,,,,,,,,,,,,,,"M",,,,"M",3.13,,1,"",0.404,,1,"",0.605,,1,"",,,,"M",3.735,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2005-02-09,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"Josh/Br","",,,0,,,,,,,"",,"Cloudy, bad for light readings",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2005-03-22,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1028,"BJS/JLM","MID EBB",8.7,28.7,45,8.1,,8.5,11.9,167,22,"E",7,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,98.0272071076869,3,"M",,140.873465682269,3,"M",,53.0785581316348,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-04-18,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1027,"JLM/BJS","LATE EBB",9.7,19.2,29,16.4,,11.1,12.1,101,16.6,"E",4,"",,,,"M",,,,"M",1.682,0.0775886589650833,5,"",0.243833333333333,0.0172443227372567,6,"",0.0355086666666667,0.0324644726842539,6,"",0.0659,0.0289449131973133,6,"",1.71750866666667,"",10.22,1.10308657865101,2,"",0.322666666666667,0.0187705443004015,3,"","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,23.6431808350738,3,"M",,424.483607849977,3,"M",,34.7706773014274,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-05-18,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1029,"BJS/JLM","LATE EBB",18.3,31.1,48,17.1,,18,9.6,98,10.6,"SE",16.7,"",,,,"M",,,,"M",0.853916666666667,0.222051439235747,6,"",0.274,0.0543470330376921,6,"",0.320833333333333,0.216013116885681,6,"",0.0833166666666667,0.0258936607428665,6,"",1.17475,"",15.0333333333333,1.15036226178249,3,"",0.298333333333333,0.00503322295684717,3,"","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,72.0208303201234,3,"M",,343.951062410532,3,"M",,8.08290376865476,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-06-21,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1248,"BJS/JLM","LATE EBB",21.1,30.7,47,19.6,,22.1,8.6,56,21.4,"E",8.5,"",,,,"M",,,,"M",1.81333333333333,0.128582010146573,3,"",0.218333333333333,0.108288195724803,3,"",0.132333333333333,0.0153731367434669,3,"",,,,"M",1.94566666666666,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,29.2631736715848,3,"M",,102.812126392432,3,"M",,6.65832811847939,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-07-20,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1250,"JLM/BJS","LATE EBB",28.1,29.5,45,34.7,,29,6.9,56,22.6,"W",1.7,"",,,,"M",,,,"M",,,,"M",0.520666666666667,0.163848507266113,3,"",,,,"M",0.287,0.00608276253029819,3,"",,"",17.05,1.34350288425444,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,117.051270817535,3,"M",,135.090093394495,3,"M",,97.1613777863063,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-09-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1235,"JLM","LATE EBB",26.9,30.1,46,27.2,,27,9,86,24.1,"NW",7,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,31.4,3.27414110874898,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,10.33,1.51320851173921,2,"",29.04,0.452548339959391,2,"","",,,,,,,,,,,209.943643231543,3,"M",,471.169113305757,3,"M",,159.675713035306,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-09-29,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1143,"KMO/JLM","LATE EBB",23.7,31.3,48,25.1,,24,7.4,168,18.6,"SW",17,"",,,,"M",,,,"M",,,,"M",1.16566666666667,0.180967031988334,6,"",0.21225,0.0935,4,"",0.284666666666667,0.0263122278291545,3,"",,"",13.0666666666667,0.873689494805411,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,3.79666666666667,1.08454291447288,3,"",10.935,0.148492424049174,2,"","",,,,,,,,,,,37.0720020140986,3,"M",,10.3923048454133,3,"M",,49.2375195692607,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-10-31,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1104,"KMO/ART","LATE EBB",12.8,30.9,48,16.6,,13,8.8,117,22.3,"SS",12.5,"",,,,"M",,,,"M",1.63333333333333,0.150443787951957,3,"",0.0276666666666667,0.0238655260435075,3,"",0.321666666666667,0.0725281554524402,3,"",,,,"M",1.955,"",12.25,1.62634559672906,2,"",2.26666666666667,0.00577350269189639,3,"","","MEG MILLER",,,,"M",,,,,,4.98,0,2,"",15.21,0.353553390593274,2,"","",,,,,,,,,,,81.9023809177731,3,"M",,298.084439938306,3,"M",,167.063860045593,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2005-11-16,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"KMO/JLM","",,,0,,,,,,,"",,"Too rough to get to all sites, could only get sites close to mainland.",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2005-12-12,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1104,"KMO/JLM","LATE EBB",,31,48,7.1,,5.5,14,,18.3,"SW",9.2,"No secchi readings because secchi disk accidentally left at lab.  Temperature sensor on SCT meter malfunctioned after CSm.",,,,"M",,,,"M",0.698666666666667,0.203229755039299,3,"",,,,"M",0.0793,,1,"",,,,"M",0.777966666666667,"",18.4333333333333,4.66082968293557,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,3.56,1.0040916292849,2,"",9.795,2.07182286887658,2,"","",,,,,,,,,,,72.3901466591506,3,"M",,3.51188458428425,3,"M",,60.5557594288107,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-03-28,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1222,"KMO/ART","LATE EBB",9.1,32,49,11.8,,9.1,11.4,66,15.2,"SW",12.2,"",,,,"M",,,,"M",1.20533333333333,0.455110243054728,3,"",,,,"M",0.201,0.0903493220782536,3,"",,,,"M",1.40633333333333,"",11.0066666666667,1.66136490071668,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.37,0.415692193816531,3,"",7.19333333333333,0.515881123257416,3,"","",,,,,,,,,,,234.245597610713,3,"M",,55.1935986626469,3,"M",,211.908785408565,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-04-25,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1200,"KMO/ART","LATE EBB",18,31.8,49,18.6,,18,8.6,76,21.3,"SE",7,"",,,,"M",,,,"M",1.58333333333333,0.295014123955673,3,"",,,,"M",0.0204,,1,"",0.219333333333333,0.00251661147842359,3,"",1.60373333333333,"",8.865,0.0212132034355972,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.84333333333333,1.2355295760658,3,"",10.83,1.681457700925,3,"","",,,,,,,,,,,140.726685458018,3,"M",,39.8371685740842,3,"M",,96.4209520799292,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-05-23,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,,,,,,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,13.5333333333333,3.03699412797149,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2006-05-24,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1108,"KMO/ART","LATE EBB",18.7,32.1,49,18.7,,18.7,8.3,66,22.9,"NW",14.7,"",,,,"M",,,,"M",2.78,1.95161471607487,2,"",0.204,0.10040916292849,2,"",0.0196,,1,"",0.232333333333333,0.0728445834179408,3,"",2.7996,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.42,0,2,"",8.905,0.00707106781186532,2,"","",,,,,,,,,,,87.2945206375139,3,"M",,287.5001449275,3,"M",,68.8064919417734,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-06-22,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1053,"KMO/ART","LATE EBB",25.6,31.1,48,26.6,,25.6,7.1,91,23.2,"SW",12.2,"",,,,"M",,,,"M",0.309,0.166877200360025,2,"",0.1446,0.128142420766895,3,"",0.485666666666667,0.104222518360157,3,"",0.0137133333333333,0.0079338851348714,3,"",0.794666666666667,"",25.2666666666667,5.35381483928361,3,"",8.81,3.01242427290712,3,"","","MEG MILLER",,,,"M",,,,,,8.55,2.14,3,"",24.1833333333333,2.02104758314428,3,"","",,,,,,,,,,,111.39569111954,3,"M",,54.6168472176855,3,"M",,93.6642941573789,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-07-21,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1147,"KMO/ART","LATE EBB",27.4,31.8,49,29.1,,27.6,6.8,61,14.6,"S",13.3,"",,,,"M",,,,"M",0.6995,0.0275771644662753,2,"",0.496666666666667,0.052386384999667,3,"",,,,"M",,,,"M",,"",18.0666666666667,2.28546129552293,3,"",0.508,0.0124899959967968,3,"","","MEG MILLER",,,,"M",,,,,,9.74,1.64544826719043,3,"",29.1966666666667,3.6909393564963,3,"","",,,,,,,,,,,20.6639783197718,3,"M",,172.078470472049,3,"M",,47.3849483837783,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-08-21,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1157,"KMO/DB","LATE EBB",26.6,31.4,48,25.2,,26.6,6.2,64,7.3,"NE",8.7,"",,,,"M",,,,"M",0.728,0.155897402159241,3,"",0.584666666666667,0.136386705119426,3,"",0.1381,0.0960251008851331,2,"",,,,"M",0.8661,"",12.1666666666667,5.79469009812719,3,"",0.46,0.0285832118559129,3,"","","MEG MILLER",,,,"M",,,,,,11.6366666666667,1.79672850852134,3,"",33.4266666666667,3.81172314489567,3,"","",,,,,,,,,,,44.601943156474,3,"M",,25.1197133741609,3,"M",,59.7689997685534,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-09-18,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1231,"KMO/DB","EARLY FL",23.1,30.3,47,28.4,,23.2,7,107,9.8,"E",11.3,"",,,,"M",,,,"M",0.915,0.0212132034355964,2,"",1.059,0.368948505892082,3,"",0.907666666666667,0.367608940769037,3,"",0.329333333333333,0.0962098401065782,3,"",1.82266666666667,"",18.4,7.29177618965366,3,"",0.659333333333333,0.215407366014566,3,"","","MEG MILLER",,,,"M",,,,,,6.055,0.502045814642449,2,"",19.525,1.91625937701554,2,"","",,,,,,,,,,,50.1231815962767,3,"M",,54.9302588136387,3,"M",,60.0027777134803,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-11-03,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1139,"KMO/DB","LATE EBB",12.9,30.9,48,6.6,,12.9,8.6,71,14.3,"N",5.5,"",,,,"M",,,,"M",0.624333333333333,0.270137619248659,3,"",0.580333333333333,0.152513387390528,3,"",2.33666666666667,0.38940124978399,3,"",0.00782,0.00421435641587182,2,"",2.961,"",9.025,0.0353553390593279,2,"",0.408,0.031,3,"","","MEG MILLER",,,,"M",,,,,,4.50666666666667,0.819837382249269,3,"",13.6566666666667,1.97869485604358,3,"","",,,,,,,,,,,77,3,"M",,150.688420258492,3,"M",,71.4446172453414,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2006-12-05,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"KMO/ART","",,,0,,,,,,,"",,"BOAT BROKE DOWN AT CSm, SAMPLING NOT COMPLETED",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2007-01-29,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"KMO/ART","",,,0,,,,,,,"",,"SAMPLING MISSED FOR JANUARY DUE TO INCLIMATE WEATHER (HARBOR FROZEN OVER)",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2007-02-28,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1121,"KMO/CB/","LATE EBB",5.3,32.3,50,5.8,,5.5,11.9,122,21.9,"NE",10.2,"Clam dredgers at RB site stirred up sediment, TSS will probably be higher than what it should have been due to this.",,,,"M",,,,"M",,,,"M",,,,"M",0.1256,0.0450763796239228,3,"",0.0382,0.0180385697880957,3,"",,"",22.42,6.85944604177335,5,"",2.37,0.0346410161513776,4,"","","MEG MILLER",,,,"M",,,,,,2.85,,1,"",9.545,1.81726442764943,2,"","",,,,,,,,,,,165.17061885618,3,"M",,80.5046582503149,3,"M",,108.186567249975,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-03-29,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1136,"KMO/CB/","LATE EBB",13.2,32.5,50,10.2,,13.3,9.4,104,15.5,"E",13.2,"",,,,"M",,,,"M",0.254666666666667,0.113271061323417,3,"",0.175666666666667,0.0245424801789333,3,"",0.210333333333333,0.0493186915208964,3,"",0.024,0.001,3,"",0.465,"",11.8433333333333,2.13532979498094,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.61,0.415692193816531,3,"",7.43333333333333,0.368962509387246,3,"","",,,,,,,,,,,103.645228222689,3,"M",,49.4267134250296,3,"M",,39.5516539898565,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-04-26,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"KMO/DB/","",,,0,,,,,,,"",,"Overcast, very windy, very rough seas, many stations too rough to access site",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2007-05-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1235,"KMO/DB","LATE EBB",21.3,31.3,48,19.8,,21.4,7.5,107,18.3,"SE",9.5,"",,,,"M",,,,"M",0.435333333333333,0.196327107994116,3,"",0.222,0.0382230297072328,3,"",2.62,0.183303027798234,3,"",0.0778666666666667,0.0206291864438066,3,"",3.05533333333333,"",12.9,1.60934769394311,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,2.84666666666667,1.2355295760658,3,"",9.66333333333333,2.82853908110412,3,"","",,,,,,,,,,,49.0340018082691,3,"M",,55.1935986626469,3,"M",,21.221058723196,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-06-26,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1140,"KMO/CB","LATE EBB",25,32,49,25.8,,25.1,6.7,61,25,"SE",13.8,"",,,,"M",,,,"M",0.533333333333333,0.227662762289605,3,"",0.251666666666667,0.0189032625050105,3,"",2.62,0.183303027798234,3,"",0.0177666666666667,0.00625646332470137,3,"",3.15333333333333,"",15.15,1.20208152801713,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,1.89333333333333,0.409918691124634,3,"",8.55,0.932577074562741,3,"","",,,,,,,,,,,94.6942448092808,3,"M",,258.031651805226,3,"M",,61.5386057690617,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-07-26,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1100,"KMO/DB","LATE EBB",25.1,32.5,50,24.7,,25.1,6.1,91,22.3,"NE",14.3,"",,,,"M",,,,"M",0.463333333333333,0.00832666399786452,3,"",0.7,0.0393573373083088,3,"",0.0594666666666667,0.0109335873954221,3,"",,,,"M",0.5228,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,34.0636658821879,3,"M",,188.537352620995,3,"M",,9.64365076099295,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-08-24,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1111,"KMO/CB","LATE EBB",25.6,32.3,49,25.5,,25.7,5.5,89,14,"E",6.5,"",,,,"M",,,,"M",,,,"M",1.56,0.31224989991992,3,"",,,,"M",,,,"M",,"",25.7666666666667,2.46846781087648,3,"",,,,"M","","MEG MILLER",,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,177.541544433972,3,"M",,152.729608567996,3,"M",,119.353815746851,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-09-24,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1149,"kmo/cb","LATE EBB",23.6,32.3,49,22.7,,23.6,6.2,97,17.1,"NE",12.8,"",,,,"M",,,,"M",1.23,0.163707055437449,3,"",1.49333333333333,0.349904748943671,3,"",0.934666666666667,0.253506081452365,3,"",0.153666666666667,0.037607623340665,3,"",2.16466666666667,"",22.95,0.494974746830583,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,4.27,0.71,3,"",15.5833333333333,1.24395873457818,3,"","",,,,,,,,,,,17.3493515728975,3,"M",,140.873465682269,3,"M",,8.08290376865476,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-10-23,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1130,"KMO/CB","LATE EBB",21.8,32.4,49,23.7,,21.8,6.2,79,20.4,"SW",12.2,"",,,,"M",,,,"M",0.721666666666667,0.137827186481236,3,"",1.22,0.13,3,"",0.339,0.0380394532032205,3,"",0.0233333333333333,0.00349904748943671,3,"",1.06066666666667,"",18.65,0.494974746830583,2,"",,,,"M","","MEG MILLER",,,,"M",,,,,,4.98333333333333,1.42500292397361,3,"",16.63,1.94609866142496,3,"","",,,,,,,,,,,136.617470820292,3,"M",,458.731221232361,3,"M",,84.1843215806839,3,"M","",,,,"M",,,,"M",,,,"M",
"MI",2007-11-07,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"KMO/CB","",,,0,,,,,,,"",,"To rough to get to SH and MI sites.  Tide lower than normal, strong North winds ""pushing"" water out on the falling tide.",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2008-01-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"KMO","",,,0,,,,,,,"",,"No sampling done due to bad weather conditions, winds 30+kts.",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
